date,S,K,tau,r,q,price,expiry,days,moneyness
2026-01-07,685.9347534179688,662.0,0.12054794520547946,0.03515000104904175,-0.04357634427462754,35.285,2026-02-20,44,0.036155216643457326
2026-01-07,685.9347534179688,669.0,0.12054794520547946,0.03515000104904175,-0.04357634427462754,29.37,2026-02-20,44,0.025313532762285127
2026-01-07,685.9347534179688,676.0,0.12054794520547946,0.03515000104904175,-0.04357634427462754,23.755000000000003,2026-02-20,44,0.01469638079581176
2026-01-07,685.9347534179688,683.0,0.12054794520547946,0.03515000104904175,-0.04357634427462754,18.515,2026-02-20,44,0.004296857127333456
2026-01-07,685.9347534179688,690.0,0.12054794520547946,0.03515000104904175,-0.04357634427462754,13.805,2026-02-20,44,-0.005891661713088768
2026-01-07,685.9347534179688,696.0,0.12054794520547946,0.03515000104904175,-0.04357634427462754,10.285,2026-02-20,44,-0.014461561181079382
2026-01-07,685.9347534179688,703.0,0.12054794520547946,0.03515000104904175,-0.04357634427462754,6.895,2026-02-20,44,-0.024274888452391535
2026-01-07,685.9347534179688,710.0,0.12054794520547946,0.03515000104904175,-0.04357634427462754,4.355,2026-02-20,44,-0.033894713495818664
2026-01-07,685.9347534179688,717.0,0.12054794520547946,0.03515000104904175,-0.04357634427462754,2.6100000000000003,2026-02-20,44,-0.04332670374062936
2026-01-07,685.9347534179688,730.0,0.12054794520547946,0.03515000104904175,-0.04357634427462754,0.905,2026-02-20,44,-0.06036335148223459
2026-01-07,685.9347534179688,745.0,0.12054794520547946,0.03515000104904175,-0.04357634427462754,0.275,2026-02-20,44,-0.07928221017722316
2026-01-07,685.9347534179688,760.0,0.12054794520547946,0.03515000104904175,-0.04357634427462754,0.11499999999999999,2026-02-20,44,-0.09745427181846217
2026-01-07,685.9347534179688,634.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,61.86,2026-02-27,51,0.0819160148548403
2026-01-07,685.9347534179688,648.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,48.989999999999995,2026-02-27,51,0.058541286138840666
2026-01-07,685.9347534179688,662.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,36.705,2026-02-27,51,0.036155216643457326
2026-01-07,685.9347534179688,669.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,30.865000000000002,2026-02-27,51,0.025313532762285127
2026-01-07,685.9347534179688,676.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,25.305,2026-02-27,51,0.01469638079581176
2026-01-07,685.9347534179688,683.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,20.1,2026-02-27,51,0.004296857127333456
2026-01-07,685.9347534179688,690.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,15.399999999999999,2026-02-27,51,-0.005891661713088768
2026-01-07,685.9347534179688,696.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,11.8,2026-02-27,51,-0.014461561181079382
2026-01-07,685.9347534179688,703.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,8.27,2026-02-27,51,-0.024274888452391535
2026-01-07,685.9347534179688,710.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,5.515000000000001,2026-02-27,51,-0.033894713495818664
2026-01-07,685.9347534179688,717.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,3.5149999999999997,2026-02-27,51,-0.04332670374062936
2026-01-07,685.9347534179688,731.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,1.28,2026-02-27,51,-0.06164876413410568
2026-01-07,685.9347534179688,745.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,0.455,2026-02-27,51,-0.07928221017722316
2026-01-07,685.9347534179688,760.0,0.13972602739726028,0.03515000104904175,-0.03813483573622176,0.185,2026-02-27,51,-0.09745427181846217
2026-01-14,686.7105712890625,635.0,0.0821917808219178,0.03559999942779541,-0.05,58.955,2026-02-13,30,0.08143397053395669
2026-01-14,686.7105712890625,650.0,0.0821917808219178,0.03559999942779541,-0.05,44.835,2026-02-13,30,0.05647780198317308
2026-01-14,686.7105712890625,663.0,0.0821917808219178,0.03559999942779541,-0.05,33.175,2026-02-13,30,0.035762550963895176
2026-01-14,686.7105712890625,670.0,0.0821917808219178,0.03559999942779541,-0.05,27.17,2026-02-13,30,0.024941151177705224
2026-01-14,686.7105712890625,677.0,0.0821917808219178,0.03559999942779541,-0.05,21.48,2026-02-13,30,0.014343532184730428
2026-01-14,686.7105712890625,683.0,0.0821917808219178,0.03559999942779541,-0.05,16.91,2026-02-13,30,0.005432754449579063
2026-01-14,686.7105712890625,690.0,0.0821917808219178,0.03559999942779541,-0.05,12.075,2026-02-13,30,-0.004767287986865942
2026-01-14,686.7105712890625,697.0,0.0821917808219178,0.03559999942779541,-0.05,7.895,2026-02-13,30,-0.014762451522148494
2026-01-14,686.7105712890625,704.0,0.0821917808219178,0.03559999942779541,-0.05,4.65,2026-02-13,30,-0.024558847600763493
2026-01-14,686.7105712890625,711.0,0.0821917808219178,0.03559999942779541,-0.05,2.435,2026-02-13,30,-0.034162346991473275
2026-01-14,686.7105712890625,718.0,0.0821917808219178,0.03559999942779541,-0.05,1.14,2026-02-13,30,-0.04357859151941156
2026-01-14,686.7105712890625,730.0,0.0821917808219178,0.03559999942779541,-0.05,0.28500000000000003,2026-02-13,30,-0.05930058727525685
2026-01-14,686.7105712890625,745.0,0.0821917808219178,0.03559999942779541,-0.05,0.08499999999999999,2026-02-13,30,-0.07824084390729866
2026-01-14,686.7105712890625,635.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,61.04,2026-02-27,44,0.08143397053395669
2026-01-14,686.7105712890625,649.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,48.185,2026-02-27,44,0.05810565683984977
2026-01-14,686.7105712890625,663.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,35.870000000000005,2026-02-27,44,0.035762550963895176
2026-01-14,686.7105712890625,670.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,30.02,2026-02-27,44,0.024941151177705224
2026-01-14,686.7105712890625,677.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,24.45,2026-02-27,44,0.014343532184730428
2026-01-14,686.7105712890625,683.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,19.925,2026-02-27,44,0.005432754449579063
2026-01-14,686.7105712890625,690.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,15.075,2026-02-27,44,-0.004767287986865942
2026-01-14,686.7105712890625,697.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,10.76,2026-02-27,44,-0.014762451522148494
2026-01-14,686.7105712890625,704.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,7.220000000000001,2026-02-27,44,-0.024558847600763493
2026-01-14,686.7105712890625,711.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,4.5,2026-02-27,44,-0.034162346991473275
2026-01-14,686.7105712890625,718.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,2.615,2026-02-27,44,-0.04357859151941156
2026-01-14,686.7105712890625,732.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,0.755,2026-02-27,44,-0.06187080424991462
2026-01-14,686.7105712890625,745.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,0.25,2026-02-27,44,-0.07824084390729866
2026-01-14,686.7105712890625,760.0,0.12054794520547946,0.03559999942779541,-0.04318970140480647,0.10500000000000001,2026-02-27,44,-0.09643345883018092
2026-01-14,686.7105712890625,635.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,64.13,2026-03-20,65,0.08143397053395669
2026-01-14,686.7105712890625,650.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,50.769999999999996,2026-03-20,65,0.05647780198317308
2026-01-14,686.7105712890625,665.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,38.045,2026-03-20,65,0.03264747562265038
2026-01-14,686.7105712890625,670.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,33.995000000000005,2026-03-20,65,0.024941151177705224
2026-01-14,686.7105712890625,675.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,30.065,2026-03-20,65,0.017348994502314814
2026-01-14,686.7105712890625,685.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,22.685000000000002,2026-03-20,65,0.0024971843635948907
2026-01-14,686.7105712890625,690.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,19.259999999999998,2026-03-20,65,-0.004767287986865942
2026-01-14,686.7105712890625,695.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,16.03,2026-03-20,65,-0.011927235555305756
2026-01-14,686.7105712890625,705.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,10.504999999999999,2026-03-20,65,-0.025942452072251772
2026-01-14,686.7105712890625,710.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,8.23,2026-03-20,65,-0.032802012268926053
2026-01-14,686.7105712890625,720.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,4.715,2026-03-20,65,-0.04623531765407986
2026-01-14,686.7105712890625,730.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,2.505,2026-03-20,65,-0.05930058727525685
2026-01-14,686.7105712890625,745.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,0.895,2026-03-20,65,-0.07824084390729866
2026-01-14,686.7105712890625,760.0,0.1780821917808219,0.03559999942779541,-0.02437448140008741,0.335,2026-03-20,65,-0.09643345883018092
2026-01-21,681.77685546875,631.0,0.0821917808219178,0.03588000059127808,-0.05,58.68,2026-02-20,30,0.08047045240689382
2026-01-21,681.77685546875,644.0,0.0821917808219178,0.03588000059127808,-0.05,46.519999999999996,2026-02-20,30,0.05865971346079193
2026-01-21,681.77685546875,658.0,0.0821917808219178,0.03588000059127808,-0.05,33.935,2026-02-20,30,0.03613503870630699
2026-01-21,681.77685546875,665.0,0.0821917808219178,0.03588000059127808,-0.05,27.945,2026-02-20,30,0.025228354088345863
2026-01-21,681.77685546875,672.0,0.0821917808219178,0.03588000059127808,-0.05,22.270000000000003,2026-02-20,30,0.014548892066592262
2026-01-21,681.77685546875,679.0,0.0821917808219178,0.03588000059127808,-0.05,16.945,2026-02-20,30,0.004089625138070692
2026-01-21,681.77685546875,685.0,0.0821917808219178,0.03588000059127808,-0.05,12.795000000000002,2026-02-20,30,-0.004705320483576642
2026-01-21,681.77685546875,692.0,0.0821917808219178,0.03588000059127808,-0.05,8.545,2026-02-20,30,-0.014773330247471099
2026-01-21,681.77685546875,699.0,0.0821917808219178,0.03588000059127808,-0.05,5.215,2026-02-20,30,-0.02463969174713877
2026-01-21,681.77685546875,706.0,0.0821917808219178,0.03588000059127808,-0.05,2.8449999999999998,2026-02-20,30,-0.034310403018767706
2026-01-21,681.77685546875,713.0,0.0821917808219178,0.03588000059127808,-0.05,1.4049999999999998,2026-02-20,30,-0.04379122655154278
2026-01-21,681.77685546875,725.0,0.0821917808219178,0.03588000059127808,-0.05,0.38,2026-02-20,30,-0.05961813038793103
2026-01-21,681.77685546875,740.0,0.0821917808219178,0.03588000059127808,-0.05,0.095,2026-02-20,30,-0.07867992504222973
2026-01-21,681.77685546875,631.0,0.10136986301369863,0.03588000059127808,-0.05,59.81,2026-02-27,37,0.08047045240689382
2026-01-21,681.77685546875,644.0,0.10136986301369863,0.03588000059127808,-0.05,47.785,2026-02-27,37,0.05865971346079193
2026-01-21,681.77685546875,658.0,0.10136986301369863,0.03588000059127808,-0.05,35.39,2026-02-27,37,0.03613503870630699
2026-01-21,681.77685546875,665.0,0.10136986301369863,0.03588000059127808,-0.05,29.479999999999997,2026-02-27,37,0.025228354088345863
2026-01-21,681.77685546875,672.0,0.10136986301369863,0.03588000059127808,-0.05,23.895,2026-02-27,37,0.014548892066592262
2026-01-21,681.77685546875,679.0,0.10136986301369863,0.03588000059127808,-0.05,18.645,2026-02-27,37,0.004089625138070692
2026-01-21,681.77685546875,685.0,0.10136986301369863,0.03588000059127808,-0.05,14.495000000000001,2026-02-27,37,-0.004705320483576642
2026-01-21,681.77685546875,692.0,0.10136986301369863,0.03588000059127808,-0.05,10.195,2026-02-27,37,-0.014773330247471099
2026-01-21,681.77685546875,699.0,0.10136986301369863,0.03588000059127808,-0.05,6.675000000000001,2026-02-27,37,-0.02463969174713877
2026-01-21,681.77685546875,706.0,0.10136986301369863,0.03588000059127808,-0.05,4.025,2026-02-27,37,-0.034310403018767706
2026-01-21,681.77685546875,713.0,0.10136986301369863,0.03588000059127808,-0.05,2.2300000000000004,2026-02-27,37,-0.04379122655154278
2026-01-21,681.77685546875,727.0,0.10136986301369863,0.03588000059127808,-0.05,0.59,2026-02-27,37,-0.06220515066196699
2026-01-21,681.77685546875,740.0,0.10136986301369863,0.03588000059127808,-0.05,0.19,2026-02-27,37,-0.07867992504222973
2026-01-21,681.77685546875,755.0,0.10136986301369863,0.03588000059127808,-0.05,0.07500000000000001,2026-02-27,37,-0.09698429739238411
2026-01-21,681.77685546875,630.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,63.695,2026-03-20,58,0.08218548487103175
2026-01-21,681.77685546875,645.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,50.28,2026-03-20,58,0.057018380571705427
2026-01-21,681.77685546875,658.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,39.135000000000005,2026-03-20,58,0.03613503870630699
2026-01-21,681.77685546875,665.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,33.445,2026-03-20,58,0.025228354088345863
2026-01-21,681.77685546875,672.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,27.945,2026-03-20,58,0.014548892066592262
2026-01-21,681.77685546875,679.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,22.8,2026-03-20,58,0.004089625138070692
2026-01-21,681.77685546875,685.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,18.630000000000003,2026-03-20,58,-0.004705320483576642
2026-01-21,681.77685546875,692.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,14.245000000000001,2026-03-20,58,-0.014773330247471099
2026-01-21,681.77685546875,699.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,10.42,2026-03-20,58,-0.02463969174713877
2026-01-21,681.77685546875,706.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,7.265000000000001,2026-03-20,58,-0.034310403018767706
2026-01-21,681.77685546875,713.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,4.824999999999999,2026-03-20,58,-0.04379122655154278
2026-01-21,681.77685546875,725.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,2.175,2026-03-20,58,-0.05961813038793103
2026-01-21,681.77685546875,740.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,0.73,2026-03-20,58,-0.07867992504222973
2026-01-21,681.77685546875,755.0,0.1589041095890411,0.03588000059127808,-0.032489734189314945,0.275,2026-03-20,58,-0.09698429739238411
2026-01-28,691.7438354492188,640.0,0.0821917808219178,0.03582000017166138,-0.05,59.085,2026-02-27,30,0.0808497428894043
2026-01-28,691.7438354492188,654.0,0.0821917808219178,0.03582000017166138,-0.05,45.96,2026-02-27,30,0.05771228661960053
2026-01-28,691.7438354492188,668.0,0.0821917808219178,0.03582000017166138,-0.05,33.31,2026-02-27,30,0.03554466384613585
2026-01-28,691.7438354492188,675.0,0.0821917808219178,0.03582000017166138,-0.05,27.32,2026-02-27,30,0.02480568214699074
2026-01-28,691.7438354492188,682.0,0.0821917808219178,0.03582000017166138,-0.05,21.58,2026-02-27,30,0.014287148752520162
2026-01-28,691.7438354492188,688.0,0.0821917808219178,0.03582000017166138,-0.05,16.995,2026-02-27,30,0.005441621292469113
2026-01-28,691.7438354492188,695.0,0.0821917808219178,0.03582000017166138,-0.05,12.18,2026-02-27,30,-0.004685128850044964
2026-01-28,691.7438354492188,702.0,0.0821917808219178,0.03582000017166138,-0.05,8.030000000000001,2026-02-27,30,-0.014609921012508903
2026-01-28,691.7438354492188,709.0,0.0821917808219178,0.03582000017166138,-0.05,4.8100000000000005,2026-02-27,30,-0.024338737025079337
2026-01-28,691.7438354492188,716.0,0.0821917808219178,0.03582000017166138,-0.05,2.5949999999999998,2026-02-27,30,-0.03387732479159392
2026-01-28,691.7438354492188,723.0,0.0821917808219178,0.03582000017166138,-0.05,1.295,2026-02-27,30,-0.043231209613805326
2026-01-28,691.7438354492188,737.0,0.0821917808219178,0.03582000017166138,-0.05,0.32,2026-02-27,30,-0.06140592204990672
2026-01-28,691.7438354492188,750.0,0.0821917808219178,0.03582000017166138,-0.05,0.12,2026-02-27,30,-0.07767488606770834
2026-01-28,691.7438354492188,765.0,0.0821917808219178,0.03582000017166138,-0.05,0.055,2026-02-27,30,-0.09575969222324346
2026-01-28,691.7438354492188,640.0,0.10136986301369863,0.03582000017166138,-0.05,60.129999999999995,2026-03-06,37,0.0808497428894043
2026-01-28,691.7438354492188,655.0,0.10136986301369863,0.03582000017166138,-0.05,46.364999999999995,2026-03-06,37,0.05609745870109733
2026-01-28,691.7438354492188,668.0,0.10136986301369863,0.03582000017166138,-0.05,34.785,2026-03-06,37,0.03554466384613585
2026-01-28,691.7438354492188,675.0,0.10136986301369863,0.03582000017166138,-0.05,28.9,2026-03-06,37,0.02480568214699074
2026-01-28,691.7438354492188,682.0,0.10136986301369863,0.03582000017166138,-0.05,23.275,2026-03-06,37,0.014287148752520162
2026-01-28,691.7438354492188,688.0,0.10136986301369863,0.03582000017166138,-0.05,18.725,2026-03-06,37,0.005441621292469113
2026-01-28,691.7438354492188,695.0,0.10136986301369863,0.03582000017166138,-0.05,13.995000000000001,2026-03-06,37,-0.004685128850044964
2026-01-28,691.7438354492188,702.0,0.10136986301369863,0.03582000017166138,-0.05,9.665,2026-03-06,37,-0.014609921012508903
2026-01-28,691.7438354492188,709.0,0.10136986301369863,0.03582000017166138,-0.05,6.24,2026-03-06,37,-0.024338737025079337
2026-01-28,691.7438354492188,716.0,0.10136986301369863,0.03582000017166138,-0.05,3.7199999999999998,2026-03-06,37,-0.03387732479159392
2026-01-28,691.7438354492188,725.0,0.10136986301369863,0.03582000017166138,-0.05,1.725,2026-03-06,37,-0.04587057179418103
2026-01-28,691.7438354492188,735.0,0.10136986301369863,0.03582000017166138,-0.05,0.6950000000000001,2026-03-06,37,-0.058851924558886055
2026-01-28,691.7438354492188,750.0,0.10136986301369863,0.03582000017166138,-0.05,0.21000000000000002,2026-03-06,37,-0.07767488606770834
2026-01-28,691.7438354492188,765.0,0.10136986301369863,0.03582000017166138,-0.05,0.09,2026-03-06,37,-0.09575969222324346
2026-01-28,691.7438354492188,640.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,61.599999999999994,2026-03-20,51,0.0808497428894043
2026-01-28,691.7438354492188,654.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,49.519999999999996,2026-03-20,51,0.05771228661960053
2026-01-28,691.7438354492188,668.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,37.345,2026-03-20,51,0.03554466384613585
2026-01-28,691.7438354492188,675.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,31.425,2026-03-20,51,0.02480568214699074
2026-01-28,691.7438354492188,682.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,26.02,2026-03-20,51,0.014287148752520162
2026-01-28,691.7438354492188,688.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,21.525,2026-03-20,51,0.005441621292469113
2026-01-28,691.7438354492188,695.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,16.82,2026-03-20,51,-0.004685128850044964
2026-01-28,691.7438354492188,702.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,12.510000000000002,2026-03-20,51,-0.014609921012508903
2026-01-28,691.7438354492188,709.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,8.865,2026-03-20,51,-0.024338737025079337
2026-01-28,691.7438354492188,715.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,6.33,2026-03-20,51,-0.03252610426682692
2026-01-28,691.7438354492188,725.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,3.33,2026-03-20,51,-0.04587057179418103
2026-01-28,691.7438354492188,735.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,1.625,2026-03-20,51,-0.058851924558886055
2026-01-28,691.7438354492188,750.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,0.555,2026-03-20,51,-0.07767488606770834
2026-01-28,691.7438354492188,765.0,0.13972602739726028,0.03582000017166138,-0.03180961964142472,0.22,2026-03-20,51,-0.09575969222324346
2026-02-04,682.5626831054688,630.0,0.0821917808219178,0.0359500002861023,-0.05,61.394999999999996,2026-03-06,30,0.08343283032614088
2026-02-04,682.5626831054688,645.0,0.0821917808219178,0.0359500002861023,-0.05,47.045,2026-03-06,30,0.05823671799297481
2026-02-04,682.5626831054688,659.0,0.0821917808219178,0.0359500002861023,-0.05,35.235,2026-03-06,30,0.03575520956823786
2026-02-04,682.5626831054688,666.0,0.0821917808219178,0.0359500002861023,-0.05,29.384999999999998,2026-03-06,30,0.02486889355175488
2026-02-04,682.5626831054688,672.0,0.0821917808219178,0.0359500002861023,-0.05,24.605,2026-03-06,30,0.015718278430757068
2026-02-04,682.5626831054688,679.0,0.0821917808219178,0.0359500002861023,-0.05,19.945,2026-03-06,30,0.005246955972708026
2026-02-04,682.5626831054688,686.0,0.0821917808219178,0.0359500002861023,-0.05,14.524999999999999,2026-03-06,30,-0.005010666027013484
2026-02-04,682.5626831054688,693.0,0.0821917808219178,0.0359500002861023,-0.05,10.185,2026-03-06,30,-0.015061063339871934
2026-02-04,682.5626831054688,700.0,0.0821917808219178,0.0359500002861023,-0.05,6.56,2026-03-06,30,-0.024910452706473213
2026-02-04,682.5626831054688,707.0,0.0821917808219178,0.0359500002861023,-0.05,3.79,2026-03-06,30,-0.03456480465987447
2026-02-04,682.5626831054688,714.0,0.0821917808219178,0.0359500002861023,-0.05,1.94,2026-03-06,30,-0.044029855594581585
2026-02-04,682.5626831054688,725.0,0.0821917808219178,0.0359500002861023,-0.05,0.56,2026-03-06,30,-0.05853423019935345
2026-02-04,682.5626831054688,740.0,0.0821917808219178,0.0359500002861023,-0.05,0.125,2026-03-06,30,-0.0776179958034206
2026-02-04,682.5626831054688,755.0,0.0821917808219178,0.0359500002861023,-0.05,0.05,2026-03-06,30,-0.09594346608547186
2026-02-04,682.5626831054688,630.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,63.455,2026-03-20,44,0.08343283032614088
2026-02-04,682.5626831054688,645.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,49.97,2026-03-20,44,0.05823671799297481
2026-02-04,682.5626831054688,659.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,37.925,2026-03-20,44,0.03575520956823786
2026-02-04,682.5626831054688,666.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,32.19,2026-03-20,44,0.02486889355175488
2026-02-04,682.5626831054688,672.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,27.455,2026-03-20,44,0.015718278430757068
2026-02-04,682.5626831054688,679.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,22.21,2026-03-20,44,0.005246955972708026
2026-02-04,682.5626831054688,686.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,17.355,2026-03-20,44,-0.005010666027013484
2026-02-04,682.5626831054688,693.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,12.965,2026-03-20,44,-0.015061063339871934
2026-02-04,682.5626831054688,700.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,9.14,2026-03-20,44,-0.024910452706473213
2026-02-04,682.5626831054688,707.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,6.04,2026-03-20,44,-0.03456480465987447
2026-02-04,682.5626831054688,714.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,3.7249999999999996,2026-03-20,44,-0.044029855594581585
2026-02-04,682.5626831054688,725.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,1.54,2026-03-20,44,-0.05853423019935345
2026-02-04,682.5626831054688,740.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,0.43,2026-03-20,44,-0.0776179958034206
2026-02-04,682.5626831054688,755.0,0.12054794520547946,0.0359500002861023,-0.04823682797819052,0.15000000000000002,2026-03-20,44,-0.09594346608547186
2026-02-04,682.5626831054688,631.0,0.1506849315068493,0.0359500002861023,-0.031293700781637186,63.31,2026-03-31,55,0.08171582108632132
2026-02-04,682.5626831054688,645.0,0.1506849315068493,0.0359500002861023,-0.031293700781637186,51.455,2026-03-31,55,0.05823671799297481
2026-02-04,682.5626831054688,659.0,0.1506849315068493,0.0359500002861023,-0.031293700781637186,39.58,2026-03-31,55,0.03575520956823786
2026-02-04,682.5626831054688,666.0,0.1506849315068493,0.0359500002861023,-0.031293700781637186,33.96,2026-03-31,55,0.02486889355175488
2026-02-04,682.5626831054688,672.0,0.1506849315068493,0.0359500002861023,-0.031293700781637186,29.18,2026-03-31,55,0.015718278430757068
2026-02-04,682.5626831054688,679.0,0.1506849315068493,0.0359500002861023,-0.031293700781637186,24.020000000000003,2026-03-31,55,0.005246955972708026
2026-02-04,682.5626831054688,686.0,0.1506849315068493,0.0359500002861023,-0.031293700781637186,18.695,2026-03-31,55,-0.005010666027013484
2026-02-04,682.5626831054688,693.0,0.1506849315068493,0.0359500002861023,-0.031293700781637186,14.295,2026-03-31,55,-0.015061063339871934
2026-02-04,682.5626831054688,700.0,0.1506849315068493,0.0359500002861023,-0.031293700781637186,10.42,2026-03-31,55,-0.024910452706473213
2026-02-04,682.5626831054688,707.0,0.1506849315068493,0.0359500002861023,-0.031293700781637186,7.215,2026-03-31,55,-0.03456480465987447
